apn,prod_nbr,pim_cls_desc,pim_ctgry_desc,pim_grp_desc,pim_prod_desc_lng,total_allowance_for_flyer,ctch_wt_ind,div_cnt,cust_cnt,ttl_pa,ttl_qty_shipped,pa_per_cs,ttl_wght_shipped,pa_per_lb,ttl_tgp,grss_tgp_cs,grss_tgp_lb,ttl_tgp_uom,ttl_pa_uom,ttl_qty_ordered,ttl_prd_allowance,ttl_prd_allwnc_uom,sell_prc_per_uom,dwacost_per_uom,tgppa_uom,tgppa_pls_prdctallwnc_uom,time_frame,qty_pre6,qty_pre5,qty_pre4,qty_pre3,qty_pre2,qty_pre1,qty_promo,qty_post1,qty_post2,qty_post3,qty_post4,qty_post5,cust_cnt_pre6,cust_cnt_pre5,cust_cnt_pre4,cust_cnt_pre3,cust_cnt_pre2,cust_cnt_pre1,cust_count_promo,cust_cnt_post1,cust_cnt_post2,cust_cnt_post3,cust_cnt_post4,cust_cnt_post5,qty_per_cust_pre6,qty_per_cust_pre5,qty_per_cust_pre4,qty_per_cust_pre3,qty_per_cust_pre2,qty_per_cust_pre1,qty_per_cust_promo,qty_per_cust_post1,qty_per_cust_post2,qty_per_cust_post3
1025121,1025121,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 12 COUNT FRESH REF MELON",2,N,12,315,1894.36655441,622.0000,3.045605,24880.00,0.076140,2435.53000000,3.915643,0.097891,3.915643,3.045605,622.00,-1244.00,-2.000000,21.971238,18.055595,6.961248,4.961248,2016nf7 (2weeks),3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,48.0000,0.0000,0.0000,0.0000,0.0000,3.0000,3,0,0,0,0,0,41,0,0,0,0,2,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.170732,0.000000,0.000000,0.000000
1010651,1010651,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,14,290,1899.75850218,592.0000,3.209052,17760.00,0.106968,2836.05000000,4.790625,0.159688,4.790625,3.209052,593.00,-1184.00,-2.000000,19.716807,14.926182,7.999677,5.999677,2016nf7 (2weeks),8.0000,2.0000,0.0000,0.0000,0.0000,0.0000,64.0000,0.0000,0.0000,0.0000,0.0000,4.0000,4,2,0,0,0,0,49,0,0,0,0,3,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.306122,0.000000,0.000000,0.000000
8327256,8327256,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 ROUND RAW FROZEN",1.5,N,6,134,1114.50000000,587.0000,1.898637,5870.00,0.189864,4497.70000000,7.662181,0.766218,7.662181,1.898637,587.00,-880.50,-1.500000,32.023918,24.361738,9.560818,8.060818,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,18,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.500000,0.000000,0.000000,0.000000
2573517,2573517,PROCESSED MEAT,DELI & LUNCHEON MEATS,"PEPPERONI, BULK OR SLICED, REFRIGERATED","PEPPERONI, ALL-MEAT STICK COOKED REF BAG UNCURED",0.25,Y,41,273,1787.41230331,563.0000,3.174800,4447.89,0.401856,2820.10000000,5.009059,0.634031,0.634031,0.401856,563.00,-1112.47,-0.250112,4.236879,3.602848,1.035887,0.785775,2016nf7 (2weeks),2.0000,2.0000,0.0000,0.0000,0.0000,0.0000,41.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2,2,0,0,0,0,40,0,0,0,0,1,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.025000,0.000000,0.000000,0.000000
1560671,1560671,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 HOMESTYLE 5/16"" THICK DOUBLE SCORED RAW IQF FR",1.5,N,7,92,1060.50000000,503.0000,2.108350,5030.00,0.210835,2328.96000000,4.630139,0.463014,4.630139,2.108350,503.00,-754.50,-1.500000,30.018350,25.388211,6.738489,5.238489,2016nf7 (2weeks),2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.0000,0.0000,0.0000,0.0000,0.0000,9.0000,2,0,0,0,0,0,19,0,0,0,0,3,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.578947,0.000000,0.000000,0.000000
1782499,1782499,DISPOSABLES,"TISSUE, TOWELS, & PERSONAL HYGIENE, DISPOSABLE","TOWELS, PAPER, DISPOSABLE","TOWEL, LINENLIKE 12X17 FOLDED WHITE GUEST PAPER",8,N,30,113,7401.72000000,479.0000,15.452443,3855.95,1.919558,3765.05000000,7.860230,0.976426,7.860230,15.452443,479.00,-3832.00,-8.000000,47.379353,39.519123,23.312673,15.312673,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,44.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,0,0,0,0,0,20,0,0,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.200000,0.000000,0.000000,0.000000
6327159,6327159,SEAFOOD,"SHELLFISH, OTHER, FZN","SCALLOP, UNBREADED FROZEN","SCALLOP, SEA 20-30 COUNT DRY RAW IQF FROZEN USA WILD",5,N,30,176,3815.15019800,452.0000,8.440598,4520.00,0.844060,5057.23000000,11.188562,1.118856,11.188562,8.440598,452.00,-2260.00,-5.000000,141.197212,130.008650,19.629160,14.629160,2016nf7 (2weeks),2.0000,9.0000,0.0000,0.0000,0.0000,0.0000,36.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,4,0,0,0,0,24,0,0,0,0,0,1.000000,2.250000,0.000000,0.000000,0.000000,0.000000,1.500000,0.000000,0.000000,0.000000
6841696,6841696,"GROCERY, REF & FZN","BREAD & DOUGH, REF & FZN","BUNS, HAMBURGER & HOT DOG, FROZEN","BUN, HOT DOG WHITE 6"" TOP SLICED BAKED FROZEN NEW ENGLAND STYLE",3,N,4,181,4351.84059757,452.0000,9.627966,4068.00,1.069774,2314.24000000,5.120000,0.568889,5.120000,9.627966,453.00,-1356.00,-3.000000,27.976792,22.856792,14.747966,11.747966,2016nf7 (2weeks),0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,35.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0,30,0,0,0,0,0,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.166667,0.000000,0.000000,0.000000
5283440,5283440,SEAFOOD,"FISH, NOT VALUE ADDED, FZN","SALMON, WHOLE OR CUTS, FROZEN, UNBREADED, UNSMOKED","SALMON, SOCKEYE 6 OZ FILLET BONELESS SKIN-ON MARINATED RAW FROZEN IVP USA W",5,N,54,252,2708.47827647,448.0000,6.045710,4480.00,0.604571,3628.64000000,8.099643,0.809964,8.099643,6.045710,448.00,-2240.00,-5.000000,80.574866,72.475223,14.145353,9.145353,2016nf7 (2weeks),11.0000,6.0000,0.0000,0.0000,0.0000,0.0000,110.0000,0.0000,0.0000,0.0000,0.0000,5.0000,7,5,0,0,0,0,89,0,0,0,0,5,1.571429,1.200000,0.000000,0.000000,0.000000,0.000000,1.235955,0.000000,0.000000,0.000000
6330831,6330831,EQUIPMENT & SUPPLIES,"SMALLWARES, KITCHEN & BAR","DISPENSERS & HOLDERS, OTHER","DISPENSER, SQUEEZE BOTTLE 12 OZ PLASTIC NATURAL",2,N,52,253,388.14240109,428.0000,0.906875,856.00,0.453437,951.26000000,2.222570,1.111285,2.222570,0.906875,434.00,-856.00,-2.000000,8.768645,6.546075,3.129445,1.129445,2016nf7 (2weeks),3.0000,1.0000,0.0000,0.0000,0.0000,0.0000,244.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3,1,0,0,0,0,191,0,0,0,0,2,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.277487,0.000000,0.000000,0.000000
9353525,9353525,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,5,199,1434.84938166,427.0000,3.360303,10675.00,0.134412,2666.53000000,6.244801,0.249792,6.244801,3.360303,427.00,-854.00,-2.000000,23.909485,17.664684,9.605104,7.605104,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,20,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.300000,0.000000,0.000000,0.000000
4384434,4384434,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, 5-6 COUNT FRESH REF MELON",2,N,2,167,1495.73843333,397.0000,3.767603,11036.60,0.135525,1514.37000000,3.814534,0.137213,3.814534,3.767603,397.00,-794.00,-2.000000,17.095516,13.280982,7.582137,5.582137,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0,0,0,0,0,0,12,0,0,0,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.333333,0.000000,0.000000,0.000000
465112,465112,EQUIPMENT & SUPPLIES,"SMALLWARES, KITCHEN & BAR","DISPENSERS & HOLDERS, OTHER","DISPENSER, SQUEEZE BOTTLE 16 OZ PLASTIC NATURAL WIDE MOUTH",2,N,44,255,222.72000000,384.0000,0.580000,384.00,0.580000,993.26000000,2.586615,2.586615,2.586615,0.580000,386.00,-768.00,-2.000000,10.578125,7.991510,3.166615,1.166615,2016nf7 (2weeks),1.0000,4.0000,0.0000,0.0000,0.0000,0.0000,299.0000,0.0000,0.0000,0.0000,0.0000,-1.0000,1,4,0,0,0,0,205,0,0,0,0,2,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.458537,0.000000,0.000000,0.000000
1006485,1006485,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,6,184,1058.66759847,363.0000,2.916440,10091.40,0.104908,1235.89000000,3.404656,0.122470,3.404656,2.916440,363.00,-726.00,-2.000000,18.553802,15.149146,6.321096,4.321096,2016nf7 (2weeks),0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,23.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,1,0,0,0,0,20,0,0,0,0,1,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.150000,0.000000,0.000000,0.000000
2810246,2810246,PORK,"PORK, FURTHER PROCESSED","PORK, PRECOOKED, OTHER, REFRIGERATED","PORK, ROAST BONELESS CUBAN SEASONED COOKED NATURAL REF VACUUM-PACK",0.4,Y,36,210,1181.43439505,328.0000,3.601934,3096.11,0.381587,1584.46000000,4.830671,0.511758,0.511758,0.381587,328.00,-1238.46,-0.400005,3.823624,3.311866,0.893345,0.493340,2016nf7 (2weeks),2.0000,3.0000,0.0000,0.0000,0.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,4.0000,2,2,0,0,0,0,33,0,0,0,0,4,1.000000,1.500000,0.000000,0.000000,0.000000,0.000000,1.272727,0.000000,0.000000,0.000000
4535241,4535241,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 ROUND WAFFLED RAW IQF FROZEN",1.5,N,4,63,1087.62261790,317.0000,3.430986,3170.00,0.343099,1802.90000000,5.687382,0.568738,5.687382,3.430986,317.00,-475.50,-1.500000,32.436498,26.749117,9.118368,7.618368,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,48.0000,0.0000,0.0000,0.0000,0.0000,5.0000,0,0,0,0,0,0,15,0,0,0,0,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.200000,0.000000,0.000000,0.000000
3510189,3510189,PROCESSED MEAT,HOT DOGS & CORN DOGS,"HOT DOGS, BEEF, FROZEN","HOT DOG, ALL-BEEF 4:1 6"" ROLLER GRILL SKINLESS COOKED FROZEN BULK",2.5,N,4,109,2136.22964092,296.0000,7.216992,2960.00,0.721699,1758.93000000,5.942331,0.594233,5.942331,7.216992,296.00,-740.00,-2.500000,30.184054,24.241723,13.159323,10.659323,2016nf7 (2weeks),3.0000,4.0000,0.0000,0.0000,0.0000,0.0000,47.0000,0.0000,0.0000,0.0000,0.0000,1.0000,2,2,0,0,0,0,23,0,0,0,0,1,1.500000,2.000000,0.000000,0.000000,0.000000,0.000000,2.043478,0.000000,0.000000,0.000000
4159240,4159240,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 15-18 COUNT FRESH REF MELON",2,N,6,134,961.08598650,278.0000,3.457144,11120.00,0.086429,1157.26000000,4.162806,0.104070,4.162806,3.457144,278.00,-556.00,-2.000000,20.429712,16.266906,7.619950,5.619950,2016nf7 (2weeks),1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,44.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,0,0,0,0,26,0,0,0,0,0,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.692308,0.000000,0.000000,0.000000
2253705,2253705,"GROCERY, REF & FZN","DESSERTS, BAKERY, OTHER,  REF & FZN","TARTS, FROZEN","TART, KEY LIME 1.8"" MINI UNSLICED BAKED TRAY FROZEN",3.5,N,53,188,648.75406520,277.0000,2.342072,1016.59,0.638167,1260.77000000,4.551516,1.240195,4.551516,2.342072,277.00,-969.50,-3.500000,21.919819,17.368303,6.893588,3.393588,2016nf7 (2weeks),1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,196.0000,0.0000,0.0000,0.0000,0.0000,8.0000,1,0,0,0,0,0,137,0,0,0,0,2,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.430657,0.000000,0.000000,0.000000
3006509,3006509,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9-18 COUNT FRESH REF MELON",2,N,7,135,902.08692901,273.0000,3.304348,10920.00,0.082609,1282.64000000,4.698315,0.117458,4.698315,3.304348,273.00,-546.00,-2.000000,23.182784,18.484469,8.002663,6.002663,2016nf7 (2weeks),1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0,20,0,0,0,0,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.450000,0.000000,0.000000,0.000000
1996354,1996354,PROCESSED MEAT,DELI & LUNCHEON MEATS,"SALAMI & DRY SAUSAGE OTHER, MEAT OR BEEF, BULK OR SLICED, REFRIGERATED","SALAMI, HARD PORK BEEF STICK 6 LBA ALL NATURAL UNCURED REF DELI-FACED",0.25,Y,33,196,723.40439537,263.0000,2.750587,3201.19,0.225980,2002.50000000,7.614068,0.625549,0.625549,0.225980,263.00,-800.58,-0.250088,4.451014,3.825465,0.851529,0.601441,2016nf7 (2weeks),3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,52.0000,0.0000,0.0000,0.0000,0.0000,2.0000,3,0,0,0,0,0,51,0,0,0,0,2,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.019608,0.000000,0.000000,0.000000
3204112,3204112,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9-18 COUNT FRESH REF MELON",2,N,5,114,799.49352601,244.0000,3.276613,9760.00,0.081915,1124.75000000,4.609631,0.115241,4.609631,3.276613,244.00,-488.00,-2.000000,20.604180,15.994549,7.886244,5.886244,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0,0,0,0,0,0,23,0,0,0,0,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.086957,0.000000,0.000000,0.000000
7737299,7737299,"PRODUCE, FRESH","ONIONS, FRESH","ONIONS, YELLOW, FRESH","ONION, YELLOW JUMBO 3""+ FRESH REF",3,N,1,91,758.38931144,241.0000,3.146844,12050.00,0.062937,310.92000000,1.290124,0.025802,1.290124,3.146844,241.00,-723.00,-3.000000,20.690124,19.400000,4.436968,1.436968,2016nf7 (2weeks),0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,39.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0,11,0,0,0,0,0,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,3.545455,0.000000,0.000000,0.000000
8295644,8295644,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,7,96,714.73396065,231.0000,3.094086,6930.00,0.103136,956.86000000,4.142251,0.138075,4.142251,3.094086,231.00,-462.00,-2.000000,20.414416,16.272165,7.236337,5.236337,2016nf7 (2weeks),0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0,14,0,0,0,0,0,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.071429,0.000000,0.000000,0.000000
1462589,1462589,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 ROUND RAW IQF FROZEN",1.5,N,2,64,767.84213930,225.0000,3.412632,2250.00,0.341263,1436.63000000,6.385022,0.638502,6.385022,3.412632,225.00,-337.50,-1.500000,33.643511,27.258489,9.797654,8.297654,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,2,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000
5758976,5758976,BEEF,"BEEF, GROUND","BEEF, GROUND, RAW, FROZEN","BEEF, GROUND 80/20 MEDIUM NATURAL RAW FROZEN GRASS FED",2.5,N,29,62,460.52729403,211.0000,2.182594,2110.00,0.218259,1263.96000000,5.990332,0.599033,5.990332,2.182594,211.00,-527.50,-2.500000,56.297346,50.307014,8.172926,5.672926,2016nf7 (2weeks),0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,19.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0,11,0,0,0,0,0,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.727273,0.000000,0.000000,0.000000
4107306,4107306,"PRODUCE, FRESH","MELONS, FRESH","HONEYDEW, FRESH","HONEYDEW, FRESH REF MELON",2,N,1,31,548.95078281,204.0000,2.690935,4080.00,0.134547,29.99000000,0.147010,0.007350,0.147010,2.690935,207.00,-408.00,-2.000000,13.146029,12.999020,2.837945,0.837945,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,3,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.666667,0.000000,0.000000,0.000000
5384466,5384466,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9-15 COUNT FRESH REF MELON",2,N,5,96,609.41596812,193.0000,3.157596,4825.00,0.126304,940.88000000,4.875026,0.195001,4.875026,3.157596,193.00,-386.00,-2.000000,21.205699,16.330674,8.032622,6.032622,2016nf7 (2weeks),0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,14,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.071429,0.000000,0.000000,0.000000
6998579,6998579,BEEF,"BEEF, GROUND","BEEF, PATTIES, RAW, FROZEN","BEEF, PATTY GROUND 80/20 4:1 ROUND .4"" THICK RAW IQF FROZEN",1.5,N,1,33,452.50000000,181.0000,2.500000,1810.00,0.250000,1106.13000000,6.111215,0.611122,6.111215,2.500000,181.00,-271.50,-1.500000,30.984696,24.873481,8.611215,7.111215,2016nf7 (2weeks),1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0,7,0,0,0,0,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,0.000000,0.000000,0.000000
4349338,4349338,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, BOX FRESH REF MELON",2,N,2,79,678.37259724,179.0000,3.789791,6802.00,0.099731,1152.46000000,6.438324,0.169430,6.438324,3.789791,179.00,-358.00,-2.000000,24.785642,18.347318,10.228115,8.228115,2016nf7 (2weeks),0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,9.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,1,0,0,0,0,9,0,0,0,0,1,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
5295647,5295647,"PRODUCE, FRESH","MELONS, FRESH","CANTALOUPE, FRESH","CANTALOUPE, 9-18 COUNT FRESH REF MELON",2,N,5,94,497.96601640,152.0000,3.276092,6080.00,0.081902,561.62000000,3.694868,0.092372,3.694868,3.276092,152.00,-304.00,-2.000000,22.713553,19.018684,6.970960,4.970960,2016nf7 (2weeks),0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,17.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0,2,0,0,0,0,17,0,0,0,0,1,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
